,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods,Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
38519,5905,MARINA MIDDLE SCHOOL,3500 FILLMORE St,San Francisco,CA,94123,37.801776,-122.43641,"{'longitude': '-122.43641', 'latitude': '37.801776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155743495.0,5905_20160920,2016-09-20T00:00:00.000,94.0,Routine - Unscheduled,5905_20160920_103144,Unapproved or unmaintained equipment or utensils,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
38520,4656,STARBUCKS COFFEE CO,120 04th St,San Francisco,CA,94103,37.784247,-122.403989,"{'longitude': '-122.403989', 'latitude': '37.784247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280579.0,4656_20190122,2019-01-22T00:00:00.000,96.0,Routine - Unscheduled,4656_20190122_103142,Unclean nonfood contact surfaces,Low Risk,34.0,2.0,9.0,12.0,28853.0,34.0
38527,1249,KABABAYAN FAST FOOD,2706 MISSION St,San Francisco,CA,94110,37.753691,-122.418657,"{'longitude': '-122.418657', 'latitude': '37.753691', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155929635.0,1249_20160926,2016-09-26T00:00:00.000,78.0,Routine - Unscheduled,1249_20160926_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38529,320,NAPOLI PIZZA RESTAURANT,1045 POLK St,San Francisco,CA,94109,37.786545,-122.419894,"{'longitude': '-122.419894', 'latitude': '37.786545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155882222.0,320_20171004,2017-10-04T00:00:00.000,77.0,Routine - Unscheduled,320_20171004_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,36.0,9.0,10.0,13.0,28858.0,36.0
38530,19055,Moscone Center West - Bsmt Kitchen,800 Howard St Basement,San Francisco,CA,94103,37.783257,-122.402816,"{'longitude': '-122.402816', 'latitude': '37.783257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155974040.0,19055_20160602,2016-06-02T00:00:00.000,88.0,Routine - Unscheduled,19055_20160602_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,34.0,2.0,9.0,12.0,28853.0,34.0
38534,18686,Serve Well Market Inc,595 Ellis St,San Francisco,CA,94109,37.784411,-122.415954,"{'longitude': '-122.415954', 'latitude': '37.784411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155440372.0,18686_20160623,2016-06-23T00:00:00.000,70.0,Routine - Unscheduled,18686_20160623_103108,Contaminated or adulterated food,High Risk,36.0,10.0,9.0,7.0,28858.0,36.0
38574,3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"{'longitude': '-122.418376', 'latitude': '37.751554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280283.0,3623_20170914,2017-09-14T00:00:00.000,81.0,Routine - Unscheduled,3623_20170914_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38583,3895,Cable Car Restaurant,1040 Columbus Ave,San Francisco,CA,94133,37.803984,-122.415453,"{'longitude': '-122.415453', 'latitude': '37.803984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155744455.0,3895_20190422,2019-04-22T00:00:00.000,84.0,Routine - Unscheduled,3895_20190422_103157,Food safety certificate or food handler card not available,Low Risk,23.0,1.0,10.0,5.0,308.0,23.0
38584,1595,Zazie,941 COLE St,San Francisco,CA,94117,37.765343,-122.449914,"{'longitude': '-122.449914', 'latitude': '37.765343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155565332.0,1595_20181126,2018-11-26T00:00:00.000,90.0,Routine - Unscheduled,1595_20181126_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38620,19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"{'longitude': '-122.390043', 'latitude': '37.737021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155577698.0,19373_20190314,2019-03-14T00:00:00.000,81.0,Routine - Unscheduled,19373_20190314_103131,Moderate risk vermin infestation,Moderate Risk,1.0,3.0,8.0,10.0,58.0,1.0
38624,2483,CAFE UNION,1830 UNION St,San Francisco,CA,94123,37.797878,-122.429504,"{'longitude': '-122.429504', 'latitude': '37.797878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155674119.0,2483_20180110,2018-01-10T00:00:00.000,94.0,Routine - Unscheduled,2483_20180110_103139,Improper food storage,Low Risk,17.0,9.0,1.0,13.0,57.0,13.0
38628,4922,EL FARO,2399 FOLSOM St,San Francisco,CA,94110,37.759054,-122.414656,"{'longitude': '-122.414656', 'latitude': '37.759054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155648090.0,4922_20190508,2019-05-08T00:00:00.000,89.0,Routine - Unscheduled,4922_20190508_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38629,7645,LUCKY PORK MARKET,2659 MISSION St,San Francisco,CA,94110,37.754513,-122.418626,"{'longitude': '-122.418626', 'latitude': '37.754513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644805.0,7645_20161230,2016-12-30T00:00:00.000,90.0,Routine - Unscheduled,7645_20161230_103141,Improper food labeling or menu misrepresentation,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38630,7087,VALENCIA FARMER'S MARKET,1299 VALENCIA St,San Francisco,CA,94110,37.752162,-122.420585,"{'longitude': '-122.420585', 'latitude': '37.752162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155286863.0,7087_20180308,2018-03-08T00:00:00.000,87.0,Routine - Unscheduled,7087_20180308_103150,Improper or defective plumbing,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38635,5011,STARBUCKS COFFEE CO,1231 MARKET St,San Francisco,CA,94103,37.778357,-122.415182,"{'longitude': '-122.415182', 'latitude': '37.778357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155521438.0,5011_20171025,2017-10-25T00:00:00.000,96.0,Routine - Unscheduled,5011_20171025_103143,Inadequate warewashing facilities or equipment,Low Risk,34.0,2.0,9.0,8.0,28853.0,34.0
38637,63121,Sodini's Restaurant,510 Green St,San Francisco,CA,94133,37.799697,-122.407614,"{'longitude': '-122.407614', 'latitude': '37.799697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155290499.0,63121_20180611,2018-06-11T00:00:00.000,81.0,Routine - Unscheduled,63121_20180611_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,23.0,1.0,10.0,3.0,308.0,23.0
38638,1926,LINCOLN PARK BAR AND GRILL,300 34th Ave,San Francisco,CA,94121,37.782971,-122.496324,"{'longitude': '-122.496324', 'latitude': '37.782971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155222254.0,1926_20161012,2016-10-12T00:00:00.000,86.0,Routine - Unscheduled,1926_20161012_103131,Moderate risk vermin infestation,Moderate Risk,15.0,6.0,2.0,11.0,55.0,17.0
38651,68560,Wow Naan-N-Curry,642 Irving St,San Francisco,CA,94122,37.764128,-122.464961,"{'longitude': '-122.464961', 'latitude': '37.764128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155667225.0,68560_20180316,2018-03-16T00:00:00.000,90.0,Routine - Unscheduled,68560_20180316_103156,Permit license or inspection report not posted,Low Risk,12.0,8.0,11.0,11.0,56.0,14.0
38685,3895,Cable Car Restaurant,1040 Columbus Ave,San Francisco,CA,94133,37.803984,-122.415453,"{'longitude': '-122.415453', 'latitude': '37.803984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155744455.0,3895_20170824,2017-08-24T00:00:00.000,76.0,Routine - Unscheduled,3895_20170824_103161,Low risk vermin infestation,Low Risk,23.0,1.0,10.0,5.0,308.0,23.0
38688,615,J & A RESTAURANT,5712 MISSION St,San Francisco,CA,94112,37.709857,-122.449709,"{'longitude': '-122.449709', 'latitude': '37.709857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155336688.0,615_20170608,2017-06-08T00:00:00.000,86.0,Routine - Unscheduled,615_20170608_103132,Improper thawing methods,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
38691,64653,Mow Lee Company,774 Commercial St,San Francisco,CA,94108,37.793907,-122.405863,"{'longitude': '-122.405863', 'latitude': '37.793907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155985767.0,64653_20171129,2017-11-29T00:00:00.000,90.0,Routine - Unscheduled,64653_20171129_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,4.0,1.0,10.0,3.0,28857.0,6.0
38693,943,EL CASTILLITO TAQUERIA INC.,136 CHURCH St,San Francisco,CA,94114,37.768776,-122.429095,"{'longitude': '-122.429095', 'latitude': '37.768776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155623428.0,943_20180426,2018-04-26T00:00:00.000,76.0,Routine - Unscheduled,943_20180426_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,3.0,9.0,5.0,7.0,28862.0,5.0
38701,1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,37.761743,-122.421492,"{'longitude': '-122.421492', 'latitude': '37.761743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155588745.0,1296_20180501,2018-05-01T00:00:00.000,82.0,Routine - Unscheduled,1296_20180501_103105,Improper cooling methods,High Risk,19.0,4.0,7.0,8.0,28859.0,20.0
38704,11610,On Lok,225 30th St,San Francisco,CA,94131,37.742129,-122.425006,"{'longitude': '-122.425006', 'latitude': '37.742129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644359.0,11610_20161227,2016-12-27T00:00:00.000,90.0,Routine - Unscheduled,11610_20161227_103129,Insufficient hot water or running water,Moderate Risk,7.0,7.0,5.0,2.0,63.0,10.0
38709,63256,Viva Goa Indian Cuisine,2420 LOMBARD St,San Francisco,CA,94123,37.799188,-122.441423,"{'longitude': '-122.441423', 'latitude': '37.799188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155699014.0,63256_20170407,2017-04-07T00:00:00.000,60.0,Routine - Unscheduled,63256_20170407_103114,High risk vermin infestation,High Risk,17.0,9.0,1.0,13.0,57.0,13.0
38712,7643,PACIFIC SUPER MARKET,2900 ALEMANY Blvd,San Francisco,CA,94112,37.712148,-122.452076,"{'longitude': '-122.452076', 'latitude': '37.712148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155331628.0,7643_20170309,2017-03-09T00:00:00.000,67.0,Routine - Unscheduled,7643_20170309_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
38718,1641,MARTHA & BROS. COFFEE CO,1551 Church St,San Francisco,CA,94131,37.745974,-122.426856,"{'longitude': '-122.426856', 'latitude': '37.745974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155641166.0,1641_20170627,2017-06-27T00:00:00.000,77.0,Routine - Unscheduled,1641_20170627_103130,Inadequate sewage or wastewater disposal,Moderate Risk,22.0,7.0,5.0,2.0,63.0,22.0
38726,2542,PETER D'S RESTAURANT,2201 Van Ness St,San Francisco,CA,94109,37.795993,-122.423585,"{'longitude': '-122.423585', 'latitude': '37.795993', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155778505.0,2542_20160603,2016-06-03T00:00:00.000,81.0,Routine - Unscheduled,2542_20160603_103114,High risk vermin infestation,High Risk,27.0,9.0,1.0,13.0,28858.0,30.0
38736,782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI St,San Francisco,CA,94107,37.764627,-122.396764,"{'longitude': '-122.396764', 'latitude': '37.764627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150770519.0,782_20180413,2018-04-13T00:00:00.000,92.0,Routine - Unscheduled,782_20180413_103131,Moderate risk vermin infestation,Moderate Risk,29.0,3.0,8.0,14.0,28856.0,26.0
38745,64007,Oakes Children's Center,1550 Treat Ave.,San Francisco,CA,94110,37.745947,-122.412515,"{'longitude': '-122.412515', 'latitude': '37.745947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155648000.0,64007_20161014,2016-10-14T00:00:00.000,94.0,Routine - Unscheduled,64007_20161014_103154,Unclean or degraded floors walls or ceilings,Low Risk,2.0,7.0,7.0,2.0,28859.0,2.0
38761,65624,Tacko Shop,3115 Fillmore St,San Francisco,CA,94123,37.798273,-122.435774,"{'longitude': '-122.435774', 'latitude': '37.798273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155793534.0,65624_20160525,2016-05-25T00:00:00.000,92.0,Routine - Unscheduled,65624_20160525_103120,Moderate risk food holding temperature,Moderate Risk,17.0,9.0,1.0,13.0,57.0,13.0
38777,2397,PLOY #2 THAI CUISINE,1770 HAIGHT St,San Francisco,CA,94117,37.769458,-122.451354,"{'longitude': '-122.451354', 'latitude': '37.769458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155389224.0,2397_20170301,2017-03-01T00:00:00.000,74.0,Routine - Unscheduled,2397_20170301_103154,Unclean or degraded floors walls or ceilings,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38781,902,MARCELLO'S PIZZA,420 CASTRO St,San Francisco,CA,94114,37.762057,-122.435145,"{'longitude': '-122.435145', 'latitude': '37.762057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155863900.0,902_20170630,2017-06-30T00:00:00.000,94.0,Routine - Unscheduled,902_20170630_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0,4.0,5.0,15.0,28862.0,5.0
38786,65086,Bun Mee,2015 FILLMORE St,San Francisco,CA,94115,37.788193,-122.433714,"{'longitude': '-122.433714', 'latitude': '37.788193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155807696.0,65086_20170228,2017-02-28T00:00:00.000,86.0,Routine - Unscheduled,65086_20170228_103129,Insufficient hot water or running water,Moderate Risk,27.0,9.0,1.0,13.0,29490.0,30.0
38792,2619,KEZAR BAR & RESTAURANT,900 COLE St,San Francisco,CA,94117,37.765538,-122.449887,"{'longitude': '-122.449887', 'latitude': '37.765538', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155687678.0,2619_20180206,2018-02-06T00:00:00.000,85.0,Routine - Unscheduled,2619_20180206_103157,Food safety certificate or food handler card not available,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38815,3870,LA ALTENA,3346 MISSION St,San Francisco,CA,94110,37.743206,-122.421546,"{'longitude': '-122.421546', 'latitude': '37.743206', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155648415.0,3870_20161129,2016-11-29T00:00:00.000,82.0,Routine - Unscheduled,3870_20161129_103156,Permit license or inspection report not posted,Low Risk,2.0,7.0,7.0,2.0,28859.0,2.0
38816,155,CAFE COLE,609 Cole St,San Francisco,CA,94117,37.769303,-122.450724,"{'longitude': '-122.450724', 'latitude': '37.769303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155667771.0,155_20180821,2018-08-21T00:00:00.000,90.0,Routine - Unscheduled,155_20180821_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38824,1003,RINCON PERUANO RESTAURANT,3364 26th St,San Francisco,CA,94110,37.749128,-122.417402,"{'longitude': '-122.417402', 'latitude': '37.749128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155897712.0,1003_20190313,2019-03-13T00:00:00.000,92.0,Routine - Unscheduled,1003_20190313_103120,Moderate risk food holding temperature,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38828,3267,The Olive Garden Italian,3251 20th Ave,San Francisco,CA,94132,37.728497,-122.475639,"{'longitude': '-122.475639', 'latitude': '37.728497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155666770.0,3267_20170623,2017-06-23T00:00:00.000,85.0,Routine - Unscheduled,3267_20170623_103139,Improper food storage,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
38832,32671,La Taqueria Guadalajara,3146 24th St,San Francisco,CA,94110,37.752512,-122.415109,"{'longitude': '-122.415109', 'latitude': '37.752512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155644892.0,32671_20190415,2019-04-15T00:00:00.000,84.0,Routine - Unscheduled,32671_20190415_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38837,4907,JIM GEORGIE'S DONUT,2799 16th St,San Francisco,CA,94103,37.765262,-122.41523,"{'longitude': '-122.41523', 'latitude': '37.765262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155867112.0,4907_20180710,2018-07-10T00:00:00.000,82.0,Routine - Unscheduled,4907_20180710_103114,High risk vermin infestation,High Risk,19.0,4.0,7.0,8.0,28859.0,20.0
38851,16329,Oscar Burger & Deli,1850 Cesar Chavez St,San Francisco,CA,94124,37.749798,-122.395962,"{'longitude': '-122.395962', 'latitude': '37.749798', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155209845.0,16329_20170727,2017-07-27T00:00:00.000,83.0,Routine - Unscheduled,16329_20170727_103114,High risk vermin infestation,High Risk,1.0,3.0,8.0,10.0,28856.0,1.0
38852,5842,GRATTAN ELEMENTARY SCHOOL,165 GRATTAN St,San Francisco,CA,94117,37.763842,-122.450513,"{'longitude': '-122.450513', 'latitude': '37.763842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155752815.0,5842_20170918,2017-09-18T00:00:00.000,98.0,Routine - Unscheduled,5842_20170918_103144,Unapproved or unmaintained equipment or utensils,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38871,59872,KAMEKYO,943 COLE St,San Francisco,CA,94117,37.765164,-122.449874,"{'longitude': '-122.449874', 'latitude': '37.765164', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155758428.0,59872_20181029,2018-10-29T00:00:00.000,90.0,Routine - Unscheduled,59872_20181029_103144,Unapproved or unmaintained equipment or utensils,Low Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38880,1219,PAZZO,2 HENRY ADAMS St,San Francisco,CA,94103,37.769287,-122.403974,"{'longitude': '-122.403974', 'latitude': '37.769287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155556315.0,1219_20190403,2019-04-03T00:00:00.000,85.0,Routine - Unscheduled,1219_20190403_103112,No hot water or running water,High Risk,20.0,2.0,8.0,8.0,28853.0,4.0
38898,7479,RJ's Market,1425 Sansome St,San Francisco,CA,94111,37.803634,-122.403285,"{'longitude': '-122.403285', 'latitude': '37.803634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155397160.0,7479_20161128,2016-11-28T00:00:00.000,88.0,Routine - Unscheduled,7479_20161128_103120,Moderate risk food holding temperature,Moderate Risk,6.0,1.0,10.0,3.0,28860.0,8.0
38902,3678,ROUND TABLE PIZZA,737 PORTOLA Dr,San Francisco,CA,94127,37.744168,-122.453479,"{'longitude': '-122.453479', 'latitude': '37.744168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155689595.0,3678_20180725,2018-07-25T00:00:00.000,96.0,Routine - Unscheduled,3678_20180725_103144,Unapproved or unmaintained equipment or utensils,Low Risk,40.0,7.0,4.0,9.0,59.0,41.0
38905,36208,Silver Cafe,4300 MISSION St,San Francisco,CA,94112,37.728582,-122.431482,"{'longitude': '-122.431482', 'latitude': '37.728582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155583237.0,36208_20171011,2017-10-11T00:00:00.000,90.0,Routine - Unscheduled,36208_20171011_103120,Moderate risk food holding temperature,Moderate Risk,25.0,7.0,6.0,9.0,28861.0,28.0
38913,4335,ASIA SF LLC,201 09th St,San Francisco,CA,94103,37.775025,-122.413093,"{'longitude': '-122.413093', 'latitude': '37.775025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155256789.0,4335_20190417,2019-04-17T00:00:00.000,83.0,Routine - Unscheduled,4335_20190417_103131,Moderate risk vermin infestation,Moderate Risk,34.0,2.0,9.0,8.0,28853.0,34.0
38917,3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"{'longitude': '-122.418376', 'latitude': '37.751554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155280283.0,3623_20180416,2018-04-16T00:00:00.000,85.0,Routine - Unscheduled,3623_20180416_103139,Improper food storage,Low Risk,19.0,4.0,7.0,2.0,28859.0,20.0
38919,7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,San Francisco,CA,94112,37.724122,-122.429309,"{'longitude': '-122.429309', 'latitude': '37.724122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155588092.0,7527_20160812,2016-08-12T00:00:00.000,96.0,Routine - Unscheduled,7527_20160812_103120,Moderate risk food holding temperature,Moderate Risk,5.0,7.0,6.0,9.0,28861.0,7.0
38924,62000,Cafe Encore,488 Post St,San Francisco,CA,94109,37.788128,-122.409705,"{'longitude': '-122.409705', 'latitude': '37.788128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155436549.0,62000_20190111,2019-01-11T00:00:00.000,92.0,Routine - Unscheduled,62000_20190111_103161,Low risk vermin infestation,Low Risk,21.0,1.0,10.0,5.0,28852.0,21.0
38925,4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,San Francisco,CA,94112,37.709683,-122.457571,"{'longitude': '-122.457571', 'latitude': '37.709683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150999200.0,4859_20180416,2018-04-16T00:00:00.000,88.0,Routine - Unscheduled,4859_20180416_103129,Insufficient hot water or running water,Moderate Risk,25.0,8.0,6.0,9.0,28861.0,28.0
38927,3263,Croatian Cultural Center,60 ONONDAGA Ave,San Francisco,CA,94112,37.721776,-122.43894,"{'longitude': '-122.43894', 'latitude': '37.721776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14150923203.0,3263_20170317,2017-03-17T00:00:00.000,96.0,Routine - Unscheduled,3263_20170317_103144,Unapproved or unmaintained equipment or utensils,Low Risk,25.0,7.0,6.0,9.0,28861.0,28.0
38928,62179,Pampanguena Cuisine,4441 Mission St,San Francisco,CA,94112,37.727111,-122.432926,"{'longitude': '-122.432926', 'latitude': '37.727111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155588899.0,62179_20170510,2017-05-10T00:00:00.000,90.0,Routine - Unscheduled,62179_20170510_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0,7.0,6.0,9.0,28861.0,7.0
38937,1294,ANCHOR OYSTER BAR INC.,579 Castro St,San Francisco,CA,94114,37.759613,-122.434817,"{'longitude': '-122.434817', 'latitude': '37.759613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155433990.0,1294_20181210,2018-12-10T00:00:00.000,96.0,Routine - Unscheduled,1294_20181210_103133,Foods not protected from contamination,Moderate Risk,3.0,4.0,5.0,2.0,28862.0,5.0
38953,62064,California Grocery,123 Eddy St,San Francisco,CA,94102,37.784303,-122.409647,"{'longitude': '-122.409647', 'latitude': '37.784303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155448608.0,62064_20180627,2018-06-27T00:00:00.000,94.0,Routine - Unscheduled,62064_20180627_103144,Unapproved or unmaintained equipment or utensils,Low Risk,36.0,10.0,9.0,14.0,28852.0,36.0
38956,2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,San Francisco,CA,94109,37.783053,-122.418988,"{'longitude': '-122.418988', 'latitude': '37.783053', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155672641.0,2085_20161108,2016-11-08T00:00:00.000,78.0,Routine - Unscheduled,2085_20161108_103130,Inadequate sewage or wastewater disposal,Moderate Risk,36.0,9.0,9.0,7.0,28852.0,36.0
38959,2008,Hook a Cook,Pier 39  Building B  Space 1-3,San Francisco,CA,94133,37.786766,-122.461545,"{'longitude': '-122.461545', 'latitude': '37.786766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155217717.0,2008_20171204,2017-12-04T00:00:00.000,88.0,Routine - Unscheduled,2008_20171204_103150,Improper or defective plumbing,Low Risk,11.0,6.0,1.0,11.0,54.0,11.0
38962,1263,LAVA JAVA,852 STANYAN St,San Francisco,CA,94117,37.766812,-122.452974,"{'longitude': '-122.452974', 'latitude': '37.766812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155757375.0,1263_20171201,2017-12-01T00:00:00.000,94.0,Routine - Unscheduled,1263_20171201_103120,Moderate risk food holding temperature,Moderate Risk,9.0,5.0,11.0,15.0,29492.0,3.0
38975,5071,CAFE-ROSSO,1600 HOLLOWAY Ave,San Francisco,CA,94132,37.720851,-122.477084,"{'longitude': '-122.477084', 'latitude': '37.720851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155400923.0,5071_20180222,2018-02-22T00:00:00.000,96.0,Routine - Unscheduled,5071_20180222_103145,Improper storage of equipment utensils or linens,Low Risk,14.0,8.0,4.0,1.0,64.0,16.0
38982,3615,TARTINE BAKERY,0600 GUERRERO St,San Francisco,CA,94110,37.761531,-122.423862,"{'longitude': '-122.423862', 'latitude': '37.761531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155482600.0,3615_20170802,2017-08-02T00:00:00.000,89.0,Routine - Unscheduled,3615_20170802_103133,Foods not protected from contamination,Moderate Risk,19.0,4.0,5.0,2.0,28859.0,20.0
38993,14005,Yuyu Sushi,1559 A Sloat St,San Francisco,CA,94132,37.733901,-122.490726,"{'longitude': '-122.490726', 'latitude': '37.733901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14155666477.0,14005_20171205,2017-12-05T00:00:00.000,90.0,Routine - Unscheduled,14005_20171205_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,35.0,8.0,4.0,1.0,64.0,35.0
